tree_id,block_id,tree_dbh,health,spc_common,problems,address,postcode,borough,nta_name,month
488558,516207,4,Fair,Shantung maple,None,2500 MORRIS AVENUE,10468,Bronx,Bedford Park-Fordham North,11
475384,402767,26,Poor,Shantung maple,None,113 BURDEN AVENUE,10302,Staten Island,Port Richmond,11
495357,506554,2,Good,Shantung maple,None,3459 DEKALB AVENUE,10467,Bronx,Norwood,12
495359,506554,2,Good,Shantung maple,None,3459 DEKALB AVENUE,10467,Bronx,Norwood,12
463527,406502,3,Good,Shantung maple,None,386 DONGAN HILLS AVENUE,10305,Staten Island,Old Town-Dongan Hills-South Beach,11
495390,506553,3,Good,Shantung maple,None,3447 DEKALB AVENUE,10467,Bronx,Norwood,12
495358,506554,3,Good,Shantung maple,None,3459 DEKALB AVENUE,10467,Bronx,Norwood,12
505866,507596,3,Good,Shantung maple,None,330 UNDERHILL AVENUE,10473,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,12
486801,300593,2,Good,Shantung maple,None,34-055 32 STREET,11106,Queens,Astoria,11
519782,515515,7,Good,Shantung maple,None,4569 FURMAN AVENUE,10470,Bronx,Woodlawn-Wakefield,12
529286,343172,3,Good,Shantung maple,None,42-047 78 STREET,11373,Queens,Elmhurst,12
519783,515515,2,Fair,Shantung maple,None,4569 FURMAN AVENUE,10470,Bronx,Woodlawn-Wakefield,12
528977,343144,3,Good,Shantung maple,None,76-011 45 AVENUE,11373,Queens,Elmhurst-Maspeth,12
548119,212981,2,Good,Shantung maple,None,1280 EAST 31 STREET,11210,Brooklyn,Midwood,2
546748,213972,2,Good,Shantung maple,None,4321 AVENUE I,11210,Brooklyn,Flatlands,2
579251,400082,7,Good,Shantung maple,Stones,343 NORTH GANNON AVENUE,10314,Staten Island,Westerleigh,6
586677,409006,12,Good,Shantung maple,None,45 AMSTERDAM PLACE,10314,Staten Island,New Springville-Bloomfield-Travis,6
636391,327844,3,Good,Shantung maple,None,143-019 97 AVENUE,11435,Queens,Jamaica,7
700629,316536,2,Poor,Shantung maple,None,90-016 162 AVENUE,11414,Queens,Lindenwood-Howard Beach,9
51951,321176,32,Good,Shantung maple,Stones,227-006 53 AVENUE,11364,Queens,Oakland Gardens,7
96497,304031,18,Good,Shantung maple,None,21-017 46 AVENUE,11101,Queens,Hunters Point-Sunnyside-West Maspeth,7
124754,414289,3,Fair,Shantung maple,None,80 REDGRAVE AVENUE,10306,Staten Island,Great Kills,8
135681,311384,15,Good,Shantung maple,"Stones,RootOther,BranchLights",47-027 158 STREET,11358,Queens,East Flushing,8
124221,414143,2,Good,Shantung maple,None,82 FIELDWAY AVENUE,10308,Staten Island,Great Kills,8
143273,347963,5,Good,Shantung maple,None,71-006 LOUBET STREET,11375,Queens,Forest Hills,8
124220,414143,2,Good,Shantung maple,None,82 FIELDWAY AVENUE,10308,Staten Island,Great Kills,8
143088,347929,16,Good,Shantung maple,BranchLights,71-032 MANSE STREET,11375,Queens,Forest Hills,8
123453,315491,3,Good,Shantung maple,None,9-001 123 STREET,11356,Queens,College Point,8
168946,348648,20,Good,Shantung maple,Stones,63-034 DIETERLE CRESCENT,11374,Queens,Rego Park,8
130557,300858,2,Good,Shantung maple,None,30-083 41 STREET,11103,Queens,Astoria,8
143383,223544,13,Good,Shantung maple,Stones,146 LINCOLN PLACE,11217,Brooklyn,Park Slope-Gowanus,8
185336,505780,3,Good,Shantung maple,TrunkOther,601 EAST 191 STREET,10458,Bronx,Belmont,8
181687,316452,8,Good,Shantung maple,None,98-020 165 AVENUE,11414,Queens,Lindenwood-Howard Beach,8
25662,339104,1,Good,smoketree,None,23 WEST 20 ROAD,11693,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,6
138908,315058,9,Fair,smoketree,TrunkOther,11-038 129 STREET,11356,Queens,College Point,8
11994,311002,7,Good,smoketree,None,148-040 56 ROAD,11355,Queens,Queensboro Hill,6
38793,225435,0,Good,smoketree,None,536 17 STREET,11215,Brooklyn,Windsor Terrace,6
138909,315058,8,Good,smoketree,TrunkOther,11-038 129 STREET,11356,Queens,College Point,8
127170,309288,9,Good,smoketree,None,86-023 86 STREET,11421,Queens,Woodhaven,8
60274,501386,3,Fair,smoketree,BranchLights,1340 SPOFFORD AVENUE,10474,Bronx,Hunts Point,7
172057,348769,4,Good,smoketree,None,110-055 70 ROAD,11375,Queens,Forest Hills,8
258273,332639,3,Good,smoketree,None,231-007 128 AVENUE,11413,Queens,Laurelton,9
192130,314721,10,Good,smoketree,BranchLights,15-035 128 STREET,11356,Queens,College Point,8
287904,343230,2,Good,smoketree,None,54-018 111 STREET,11368,Queens,Corona,10
367971,332189,3,Fair,smoketree,TrunkOther,220-004 137 AVENUE,11413,Queens,Laurelton,10
429811,202199,31,Good,smoketree,None,206 RUBY STREET,11208,Brooklyn,Cypress Hills-City Line,11
410359,346191,4,Good,smoketree,None,65-013 77 STREET,11379,Queens,Middle Village,11
364413,332194,2,Fair,smoketree,None,219-019 137 ROAD,11413,Queens,Laurelton,10
568274,219071,4,Good,smoketree,None,213 GREENE AVENUE,11238,Brooklyn,Clinton Hill,5
364415,332194,2,Fair,smoketree,None,219-013 137 ROAD,11413,Queens,Laurelton,10
603567,309780,4,Good,smoketree,None,87-060 117 STREET,11418,Queens,Richmond Hill,6
418079,309978,3,Good,smoketree,None,84-010 110 STREET,11418,Queens,Richmond Hill,11
269710,348956,6,Good,smoketree,None,110-033 68 ROAD,11375,Queens,Forest Hills,9
367646,512886,4,Good,smoketree,None,2779 HONE AVENUE,10469,Bronx,Allerton-Pelham Gardens,10
437660,409391,3,Good,smoketree,None,42 LINWOOD AVENUE,10305,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,11
584147,327351,2,Good,smoketree,None,179-006 MURDOCK AVENUE,11434,Queens,St. Albans,6
631194,305974,2,Fair,smoketree,None,81-038 190 STREET,11423,Queens,Jamaica Estates-Holliswood,7
584150,327351,3,Fair,smoketree,None,114-019 179 STREET,11434,Queens,St. Albans,6
603568,309780,4,Good,smoketree,BranchOther,87-060 117 STREET,11418,Queens,Richmond Hill,6
654075,338403,3,Good,smoketree,None,320 BEACH 102 STREET,11694,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,8
607522,333698,5,Good,smoketree,None,109-038 216 STREET,11429,Queens,Queens Village,6
659237,312429,5,Good,smoketree,None,35-012 161 STREET,11358,Queens,Murray Hill,8
654076,338403,7,Good,smoketree,None,320 BEACH 102 STREET,11694,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,8
561386,231293,4,Good,smoketree,None,4804 FOSTER AVENUE,11203,Brooklyn,East Flatbush-Farragut,5
670067,315166,3,Good,smoketree,None,13-028 138 STREET,11356,Queens,Whitestone,8
606948,328017,1,Good,smoketree,None,187-011 MANGIN AVENUE,11412,Queens,St. Albans,6
683339,320615,11,Fair,smoketree,None,56-004 213 STREET,11364,Queens,Bayside-Bayside Hills,8
714039,309160,4,Good,smoketree,None,86-035 76 STREET,11421,Queens,Woodhaven,9
561390,231293,4,Good,smoketree,None,4824 FOSTER AVENUE,11203,Brooklyn,East Flatbush-Farragut,5
635556,305868,3,Good,smoketree,None,182-064 80 DRIVE,11432,Queens,Jamaica Estates-Holliswood,7
636097,309098,4,Good,smoketree,None,104-028 92 AVENUE,11418,Queens,Richmond Hill,7
648229,320802,4,Good,smoketree,None,171-047 BAGLEY AVENUE,11358,Queens,Auburndale,8
685533,601674,16,Good,smoketree,None,161-002 84 ROAD,11432,Queens,Briarwood-Jamaica Hills,8
669409,322874,5,Good,smoketree,None,29-034 212 STREET,11360,Queens,Bayside-Bayside Hills,8
583037,348054,3,Good,smoketree,None,91-002 69 AVENUE,11375,Queens,Forest Hills,6
659742,322383,5,Good,smoketree,None,32-014 190 STREET,11358,Queens,Auburndale,8
668470,205456,12,Good,smoketree,None,1775 WEST 6 STREET,11223,Brooklyn,Bensonhurst East,8
485038,400929,5,Poor,smoketree,BranchOther,48 CAMBRIDGE AVENUE,10314,Staten Island,Port Richmond,11
648230,320802,3,Good,smoketree,None,171-047 BAGLEY AVENUE,11358,Queens,Auburndale,8
635557,305868,2,Good,smoketree,None,182-064 80 DRIVE,11432,Queens,Jamaica Estates-Holliswood,7
665470,321733,2,Good,smoketree,None,242-017 51 AVENUE,11362,Queens,Douglas Manor-Douglaston-Little Neck,8
642174,204108,2,Good,smoketree,None,77 83 STREET,11209,Brooklyn,Bay Ridge,7
663430,313547,9,Good,smoketree,None,157-007 26 AVENUE,11354,Queens,Murray Hill,8
665469,321733,3,Good,smoketree,None,242-017 51 AVENUE,11362,Queens,Douglas Manor-Douglaston-Little Neck,8
622456,302772,11,Good,smoketree,None,50-002 65 PLACE,11377,Queens,Elmhurst-Maspeth,7
629294,309578,3,Good,smoketree,None,87-093 112 STREET,11418,Queens,Richmond Hill,7
24969,204924,2,Fair,smoketree,None,2570 BENSON AVENUE,11214,Brooklyn,Bensonhurst East,6
78773,223944,3,Good,smoketree,None,318 BOND STREET,11231,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,7
38794,225435,0,Good,smoketree,None,536 17 STREET,11215,Brooklyn,Windsor Terrace,6
99092,506941,20,Fair,smoketree,None,262 WEST 236 STREET,10463,Bronx,Spuyten Duyvil-Kingsbridge,7
136733,102987,11,Good,smoketree,None,18 EAST 1 STREET,10003,Manhattan,East Village,8
136662,103029,10,Good,Virginia pine,Stones,55 AVENUE A,10009,Manhattan,East Village,8
162817,103069,2,Poor,Virginia pine,None,641 EAST 9 STREET,10009,Manhattan,Lower East Side,8
141779,106502,6,Good,Virginia pine,None,129 WEST 85 STREET,10024,Manhattan,Upper West Side,8
319334,336184,3,Good,Virginia pine,None,80-061 254 STREET,11004,Queens,Glen Oaks-Floral Park-New Hyde Park,10
195903,223033,2,Poor,Virginia pine,None,483 5 AVENUE,11215,Brooklyn,Park Slope-Gowanus,9
368290,513008,1,Good,Virginia pine,None,2932 WILSON AVENUE,10469,Bronx,Allerton-Pelham Gardens,10
417741,202236,3,Good,Virginia pine,None,2586 FULTON STREET,11207,Brooklyn,East New York,11
417753,202237,4,Good,Virginia pine,None,2586 FULTON STREET,11207,Brooklyn,East New York,11
11300,345035,3,Good,Virginia pine,None,1922 MADISON STREET,11385,Queens,Ridgewood,6
102096,326789,6,Good,Virginia pine,None,156-012 109 AVENUE,11433,Queens,South Jamaica,7
